URL,GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,Shooter,ShotType,ShotOutcome,ShotDist,Assister,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,ViolationPlayer,ViolationType,TimeoutTeam,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType,TurnoverCause,TurnoverCauser,JumpballAwayPlayer,JumpballHomePlayer,JumpballPoss
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,720,TOR,Jump ball: T. Thompson vs. J. Valaninas (K. Lowry gains possession),0,CLE,,0,,,,,,,,,,,,,,,,,,,,,,,,T. Thompson - thomptr01,J. Valančiūnas - valanjo01,K. Lowry - lowryky01
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,706,TOR,Turnover by D. DeRozan (bad pass),0,CLE,,0,,,,,,,,,,,,,,,,,,,,D. DeRozan - derozde01,bad pass,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,693,TOR,,0,CLE,K. Love misses 2-pt jump shot from 16 ft,0,K. Love - loveke01,2-pt jump shot,miss,16.0,,,,,,,,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,692,TOR,Defensive rebound by D. Carroll,0,CLE,,0,,,,,,,,,,D. Carroll - carrode01,defensive,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,672,TOR,J. Valaninas misses 2-pt jump shot from 8 ft (block by K. Love),0,CLE,,0,J. Valančiūnas - valanjo01,2-pt jump shot,miss,8.0,,K. Love - loveke01,,,,,,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,671,TOR,,0,CLE,Defensive rebound by L. James,0,,,,,,,,,,L. James - jamesle01,defensive,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,661,TOR,,0,CLE,K. Irving misses 3-pt jump shot from 24 ft,0,K. Irving - irvinky01,3-pt jump shot,miss,24.0,,,,,,,,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,661,TOR,Defensive rebound by J. Valaninas,0,CLE,,0,,,,,,,,,,J. Valančiūnas - valanjo01,defensive,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,653,TOR,K. Lowry makes 3-pt jump shot from 26 ft,3,CLE,,0,K. Lowry - lowryky01,3-pt jump shot,make,26.0,,,,,,,,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,630,TOR,,3,CLE,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),3,K. Love - loveke01,3-pt jump shot,make,24.0,L. James - jamesle01,,,,,,,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,616,TOR,S. Ibaka misses 2-pt jump shot from 14 ft,3,CLE,,3,S. Ibaka - ibakase01,2-pt jump shot,miss,14.0,,,,,,,,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,615,TOR,,3,CLE,Defensive rebound by K. Love,3,,,,,,,,,,K. Love - loveke01,defensive,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,610,TOR,,3,CLE,L. James makes 2-pt layup at rim,5,L. James - jamesle01,2-pt layup,make,0.0,,,,,,,,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,589,TOR,S. Ibaka misses 2-pt jump shot from 17 ft,3,CLE,,5,S. Ibaka - ibakase01,2-pt jump shot,miss,17.0,,,,,,,,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,589,TOR,,3,CLE,Defensive rebound by L. James,5,,,,,,,,,,L. James - jamesle01,defensive,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,573,TOR,,3,CLE,K. Irving makes 3-pt jump shot from 24 ft (assist by T. Thompson),8,K. Irving - irvinky01,3-pt jump shot,make,24.0,T. Thompson - thomptr01,,,,,,,,,,,,,,,,,,,,,
/boxscores/201705010CLE.html,playoff,Quicken Loans Arena Cleveland Ohio,2017-05-01,7:00 PM,CLE,1,556,TOR,Turnover by K. Lowry (bad pass; steal by L. James),3,CLE,,8,,,,,,,,,,,,,,,,,,,,K. Lowry - lowryky01,bad pass,steal,L. James - jamesle01,,,
